Province,Month-Year,Unemployment Rate
Manitoba,Feb-07,4.6
Manitoba,Mar-07,4.6
Manitoba,Apr-07,5.2
Manitoba,May-07,5.3
Manitoba,Jun-07,4.9
Manitoba,Jul-07,4.3
Manitoba,Aug-07,4.4
Manitoba,Sep-07,4.2
Manitoba,Oct-07,4.3
Manitoba,Nov-07,4.5
Manitoba,Dec-07,4.4
Manitoba,Jan-08,4
Manitoba,Feb-08,4.1
Manitoba,Mar-08,4.3
Manitoba,Apr-08,4.3
Manitoba,May-08,4.2
Manitoba,Jun-08,3.9
Manitoba,Jul-08,4
Manitoba,Aug-08,4.1
Manitoba,Sep-08,4.4
Manitoba,Oct-08,4.3
Manitoba,Nov-08,4.5
Manitoba,Dec-08,4.7
Manitoba,Jan-09,4.9
Manitoba,Feb-09,5.4
Manitoba,Mar-09,5.6
Manitoba,Apr-09,5.1
Manitoba,May-09,4.8
Manitoba,Jun-09,5.5
Manitoba,Jul-09,5.2
Manitoba,Aug-09,5.7
Manitoba,Sep-09,5.5
Manitoba,Oct-09,6
Manitoba,Nov-09,5.3
Manitoba,Dec-09,5.8
Manitoba,Jan-10,5.8
Manitoba,Feb-10,5.7
Manitoba,Mar-10,5.5
Manitoba,Apr-10,5.2
Manitoba,May-10,5.8
Manitoba,Jun-10,5.6
Manitoba,Jul-10,5.4
Manitoba,Aug-10,5.4
Manitoba,Sep-10,5.2
Manitoba,Oct-10,5
Manitoba,Nov-10,5.1
Manitoba,Dec-10,5.4
Manitoba,Jan-11,5.1
Manitoba,Feb-11,5.4
Manitoba,Mar-11,5.8
Manitoba,Apr-11,5.3
Manitoba,May-11,5.3
Manitoba,Jun-11,5.4
Manitoba,Jul-11,5.7
Manitoba,Aug-11,5.3
Manitoba,Sep-11,5.6
Manitoba,Oct-11,5.4
Manitoba,Nov-11,5.5
Manitoba,Dec-11,5.5
Manitoba,Jan-12,5.6
Manitoba,Feb-12,5.5
Manitoba,Mar-12,5.3
Manitoba,Apr-12,5.2
Manitoba,May-12,5.1
Manitoba,Jun-12,5.5
Manitoba,Jul-12,5.6
Manitoba,Aug-12,5.7
Manitoba,Sep-12,5.4
Manitoba,Oct-12,5.7
Manitoba,Nov-12,5.5
Manitoba,Dec-12,5.1
Manitoba,Jan-13,4.6
Manitoba,Feb-13,5.1
Manitoba,Mar-13,5.1
Manitoba,Apr-13,5.7
Manitoba,May-13,5.7
Manitoba,Jun-13,5.5
Manitoba,Jul-13,5.5
Manitoba,Aug-13,5.3
Manitoba,Sep-13,5.6
Manitoba,Oct-13,5.7
Manitoba,Nov-13,6
Manitoba,Dec-13,5.6
Manitoba,Jan-14,5.5
Manitoba,Feb-14,5.3
Manitoba,Mar-14,5.4
Manitoba,Apr-14,5.7
Manitoba,May-14,5.6
Manitoba,Jun-14,5.4
Manitoba,Jul-14,5.3
Manitoba,Aug-14,5.6
Manitoba,Sep-14,5.6
Manitoba,Oct-14,5.4
Manitoba,Nov-14,5
Manitoba,Dec-14,5.5
Manitoba,Jan-15,6
Manitoba,Feb-15,5.6
Manitoba,Mar-15,5.3
Manitoba,Apr-15,5.4
Manitoba,May-15,5.8
Manitoba,Jun-15,5.2
Manitoba,Jul-15,5.8
Manitoba,Aug-15,6.1
Manitoba,Sep-15,5.7
Manitoba,Oct-15,5.5
Manitoba,Nov-15,6
Manitoba,Dec-15,5.8
Manitoba,Jan-16,6.2
Manitoba,Feb-16,6
Manitoba,Mar-16,6
Manitoba,Apr-16,6.1
Manitoba,May-16,6
Manitoba,Jun-16,6.2
Manitoba,Jul-16,6.3
Manitoba,Aug-16,6
Manitoba,Sep-16,6.4
Manitoba,Oct-16,6.1
Manitoba,Nov-16,5.9
Manitoba,Dec-16,5.9
Manitoba,Jan-17,5.9
Manitoba,Feb-17,5.8
Manitoba,Mar-17,5.7
Manitoba,Apr-17,5.4
Manitoba,May-17,5.2
Manitoba,Jun-17,5.1
Manitoba,Jul-17,4.8
Manitoba,Aug-17,4.9
Manitoba,Sep-17,5.4
Manitoba,Oct-17,5.1
Manitoba,Nov-17,5.5
Manitoba,Dec-17,5.6
Manitoba,Jan-18,5.6
Manitoba,Feb-18,6
Manitoba,Mar-18,6.3
Manitoba,Apr-18,6.2
Manitoba,May-18,6.1
Manitoba,Jun-18,5.9
Manitoba,Jul-18,6.1
Manitoba,Aug-18,5.7
Manitoba,Sep-18,5.8
Manitoba,Oct-18,6.2
Manitoba,Nov-18,5.9
Manitoba,Dec-18,5.9
Manitoba,Jan-19,5.7
Manitoba,Feb-19,5.5
Manitoba,Mar-19,5.2
Manitoba,Apr-19,5.1
Manitoba,May-19,5.1
Manitoba,Jun-19,5.5
Manitoba,Jul-19,5.8
Manitoba,Aug-19,5.3
Manitoba,Sep-19,5.1
Manitoba,Oct-19,5.3
Manitoba,Nov-19,5.6
Manitoba,Dec-19,4.8
Manitoba,Jan-20,5
Manitoba,Feb-20,5.2
Manitoba,Mar-20,6.8
Manitoba,Apr-20,11.4
Manitoba,May-20,11.8
Manitoba,Jun-20,10.2
Manitoba,Jul-20,8.8
Manitoba,Aug-20,8.3
Manitoba,Sep-20,7.5
Manitoba,Oct-20,7.2
Manitoba,Nov-20,7.7
Manitoba,Dec-20,8.3
Manitoba,Jan-21,8.2
Manitoba,Feb-21,7.1
Manitoba,Mar-21,7.1
Manitoba,Apr-21,7.3
Manitoba,May-21,7
Manitoba,Jun-21,7.6
Manitoba,Jul-21,6.1
Manitoba,Aug-21,5.7
Manitoba,Sep-21,5.8
Manitoba,Oct-21,5
Manitoba,Nov-21,5.1
Manitoba,Dec-21,5.2
Manitoba,Jan-22,4.9
Manitoba,Feb-22,4.5
Manitoba,Mar-22,4.7
Manitoba,Apr-22,4.8
Manitoba,May-22,4.5
Manitoba,Jun-22,4.1
Manitoba,Jul-22,3.9
Manitoba,Aug-22,5
Manitoba,Sep-22,4.7
Manitoba,Oct-22,4.6
Manitoba,Nov-22,4.2
Manitoba,Dec-22,4.5
Manitoba,Jan-23,4.3
Manitoba,Feb-23,4.6
Manitoba,Mar-23,4.7
Manitoba,Apr-23,4.9
Manitoba,May-23,4.9
Manitoba,Jun-23,4.6
Manitoba,Jul-23,5
Manitoba,Aug-23,5.5
Manitoba,Sep-23,5.2
Manitoba,Oct-23,5.1
Manitoba,Nov-23,4.8
Manitoba,Dec-23,4.2
Manitoba,Jan-24,4
Manitoba,Feb-24,4.5
Manitoba,Mar-24,5
Manitoba,Apr-24,5.1
Manitoba,May-24,4.9
Saskatchewan,Jan-76,3.8
Saskatchewan,Feb-76,4.1
Saskatchewan,Mar-76,3.6
Saskatchewan,Apr-76,3.5
Saskatchewan,May-76,3.5
Saskatchewan,Jun-76,4
Saskatchewan,Jul-76,4.4
Saskatchewan,Aug-76,4.8
Saskatchewan,Sep-76,3.5
Saskatchewan,Oct-76,3.9
Saskatchewan,Nov-76,3.6
Saskatchewan,Dec-76,3.5
Saskatchewan,Jan-77,3.5
Saskatchewan,Feb-77,3.9
Saskatchewan,Mar-77,4.2
Saskatchewan,Apr-77,4.4
Saskatchewan,May-77,4.4
Saskatchewan,Jun-77,4.3
Saskatchewan,Jul-77,4.9
Saskatchewan,Aug-77,4.5
Saskatchewan,Sep-77,4.4
Saskatchewan,Oct-77,4.4
Saskatchewan,Nov-77,4.7
Saskatchewan,Dec-77,5
Saskatchewan,Jan-78,4.8
Saskatchewan,Feb-78,4.9
Saskatchewan,Mar-78,5.3
Saskatchewan,Apr-78,4.8
Saskatchewan,May-78,5.1
Saskatchewan,Jun-78,4.9
Saskatchewan,Jul-78,4.7
Saskatchewan,Aug-78,4.8
Saskatchewan,Sep-78,4.6
Saskatchewan,Oct-78,4.5
Saskatchewan,Nov-78,4.6
Saskatchewan,Dec-78,4.6
Saskatchewan,Jan-79,4.7
Saskatchewan,Feb-79,4.6
Saskatchewan,Mar-79,4.4
Saskatchewan,Apr-79,4.7
Saskatchewan,May-79,4.6
Saskatchewan,Jun-79,4
Saskatchewan,Jul-79,3.5
Saskatchewan,Aug-79,3.6
Saskatchewan,Sep-79,3.7
Saskatchewan,Oct-79,3.8
Saskatchewan,Nov-79,3.8
Saskatchewan,Dec-79,4.2
Saskatchewan,Jan-80,3.8
Saskatchewan,Feb-80,4.1
Saskatchewan,Mar-80,4.2
Saskatchewan,Apr-80,4.1
Saskatchewan,May-80,4.1
Saskatchewan,Jun-80,4.2
Saskatchewan,Jul-80,4.7
Saskatchewan,Aug-80,4.4
Saskatchewan,Sep-80,4.6
Saskatchewan,Oct-80,4.6
Saskatchewan,Nov-80,4.4
Saskatchewan,Dec-80,4.5
Saskatchewan,Jan-81,4.7
Saskatchewan,Feb-81,5.1
Saskatchewan,Mar-81,4.5
Saskatchewan,Apr-81,4.2
Saskatchewan,May-81,4.2
Saskatchewan,Jun-81,4.3
Saskatchewan,Jul-81,3.7
Saskatchewan,Aug-81,4.2
Saskatchewan,Sep-81,4.7
Saskatchewan,Oct-81,4.5
Saskatchewan,Nov-81,4.9
Saskatchewan,Dec-81,4.6
Saskatchewan,Jan-82,4.3
Saskatchewan,Feb-82,4.8
Saskatchewan,Mar-82,4.8
Saskatchewan,Apr-82,5.6
Saskatchewan,May-82,5.9
Saskatchewan,Jun-82,6.7
Saskatchewan,Jul-82,7.3
Saskatchewan,Aug-82,7.3
Saskatchewan,Sep-82,7.3
Saskatchewan,Oct-82,7.5
Saskatchewan,Nov-82,7.5
Saskatchewan,Dec-82,7.3
Saskatchewan,Jan-83,7.9
Saskatchewan,Feb-83,7.4
Saskatchewan,Mar-83,7.1
Saskatchewan,Apr-83,7.8
Saskatchewan,May-83,7.9
Saskatchewan,Jun-83,7.5
Saskatchewan,Jul-83,7.4
Saskatchewan,Aug-83,7.7
Saskatchewan,Sep-83,7.8
Saskatchewan,Oct-83,7.8
Saskatchewan,Nov-83,7.7
Saskatchewan,Dec-83,7.8
Saskatchewan,Jan-84,7.5
Saskatchewan,Feb-84,7.9
Saskatchewan,Mar-84,8.1
Saskatchewan,Apr-84,7.8
Saskatchewan,May-84,8.1
Saskatchewan,Jun-84,8.2
Saskatchewan,Jul-84,7.9
Saskatchewan,Aug-84,7.8
Saskatchewan,Sep-84,8.7
Saskatchewan,Oct-84,8.3
Saskatchewan,Nov-84,8.6
Saskatchewan,Dec-84,8.5
Saskatchewan,Jan-85,8.1
Saskatchewan,Feb-85,8.1
Saskatchewan,Mar-85,8.2
Saskatchewan,Apr-85,8.3
Saskatchewan,May-85,8.2
Saskatchewan,Jun-85,8.1
Saskatchewan,Jul-85,8
Saskatchewan,Aug-85,8.5
Saskatchewan,Sep-85,7.9
Saskatchewan,Oct-85,8
Saskatchewan,Nov-85,8
Saskatchewan,Dec-85,8.2
Saskatchewan,Jan-86,7.8
Saskatchewan,Feb-86,7.8
Saskatchewan,Mar-86,8.3
Saskatchewan,Apr-86,7.7
Saskatchewan,May-86,7.9
Saskatchewan,Jun-86,8
Saskatchewan,Jul-86,7.8
Saskatchewan,Aug-86,7.5
Saskatchewan,Sep-86,7.6
Saskatchewan,Oct-86,7.5
Saskatchewan,Nov-86,7.5
Saskatchewan,Dec-86,7.2
Saskatchewan,Jan-87,7.5
Saskatchewan,Feb-87,7.2
Saskatchewan,Mar-87,7.1
Saskatchewan,Apr-87,7.2
Saskatchewan,May-87,7.6
Saskatchewan,Jun-87,7.1
Saskatchewan,Jul-87,7.6
Saskatchewan,Aug-87,7.6
Saskatchewan,Sep-87,7.1
Saskatchewan,Oct-87,7.1
Saskatchewan,Nov-87,7.3
Saskatchewan,Dec-87,7
Saskatchewan,Jan-88,7.9
Saskatchewan,Feb-88,7.2
Saskatchewan,Mar-88,7.7
Saskatchewan,Apr-88,7.1
Saskatchewan,May-88,6.7
Saskatchewan,Jun-88,7
Saskatchewan,Jul-88,6.7
Saskatchewan,Aug-88,7.2
Saskatchewan,Sep-88,7.3
Saskatchewan,Oct-88,7.6
Saskatchewan,Nov-88,7.8
Saskatchewan,Dec-88,7.7
Saskatchewan,Jan-89,7.6
Saskatchewan,Feb-89,7.9
Saskatchewan,Mar-89,7.4
Saskatchewan,Apr-89,7.5
Saskatchewan,May-89,7.4
Saskatchewan,Jun-89,7.3
Saskatchewan,Jul-89,7.4
Saskatchewan,Aug-89,7.1
Saskatchewan,Sep-89,7.4
Saskatchewan,Oct-89,7.1
Saskatchewan,Nov-89,7.2
Saskatchewan,Dec-89,6.9
Saskatchewan,Jan-90,7.7
Saskatchewan,Feb-90,7
Saskatchewan,Mar-90,6.8
Saskatchewan,Apr-90,7.1
Saskatchewan,May-90,7.1
Saskatchewan,Jun-90,7.2
Saskatchewan,Jul-90,6.8
Saskatchewan,Aug-90,7
Saskatchewan,Sep-90,6.8
Saskatchewan,Oct-90,7.1
Saskatchewan,Nov-90,7
Saskatchewan,Dec-90,7
Saskatchewan,Jan-91,7.2
Saskatchewan,Feb-91,7.7
Saskatchewan,Mar-91,7.4
Saskatchewan,Apr-91,7.6
Saskatchewan,May-91,7.6
Saskatchewan,Jun-91,7.4
Saskatchewan,Jul-91,7.3
Saskatchewan,Aug-91,7.3
Saskatchewan,Sep-91,7
Saskatchewan,Oct-91,7.4
Saskatchewan,Nov-91,7.1
Saskatchewan,Dec-91,7.1
Saskatchewan,Jan-92,7.1
Saskatchewan,Feb-92,6.9
Saskatchewan,Mar-92,7.4
Saskatchewan,Apr-92,7.4
Saskatchewan,May-92,7.6
Saskatchewan,Jun-92,8.3
Saskatchewan,Jul-92,8.2
Saskatchewan,Aug-92,8.2
Saskatchewan,Sep-92,8.5
Saskatchewan,Oct-92,8.6
Saskatchewan,Nov-92,8.9
Saskatchewan,Dec-92,9
Saskatchewan,Jan-93,8.9
Saskatchewan,Feb-93,8.4
Saskatchewan,Mar-93,8.5
Saskatchewan,Apr-93,8.3
Saskatchewan,May-93,8.3
Saskatchewan,Jun-93,8.3
Saskatchewan,Jul-93,8.3
Saskatchewan,Aug-93,8.3
Saskatchewan,Sep-93,8.4
Saskatchewan,Oct-93,7.7
Saskatchewan,Nov-93,7.9
Saskatchewan,Dec-93,8.3
Saskatchewan,Jan-94,7.8
Saskatchewan,Feb-94,7.3
Saskatchewan,Mar-94,7.1
Saskatchewan,Apr-94,7.4
Saskatchewan,May-94,7
Saskatchewan,Jun-94,6.7
Saskatchewan,Jul-94,6.2
Saskatchewan,Aug-94,6.4
Saskatchewan,Sep-94,6.4
Saskatchewan,Oct-94,7.2
Saskatchewan,Nov-94,6.4
Saskatchewan,Dec-94,6.1
Saskatchewan,Jan-95,6.2
Saskatchewan,Feb-95,6.5
Saskatchewan,Mar-95,6.3
Saskatchewan,Apr-95,6.3
Saskatchewan,May-95,7.2
Saskatchewan,Jun-95,6.2
Saskatchewan,Jul-95,6.9
Saskatchewan,Aug-95,7.1
Saskatchewan,Sep-95,7
Saskatchewan,Oct-95,6.7
Saskatchewan,Nov-95,7.4
Saskatchewan,Dec-95,7.2
Saskatchewan,Jan-96,7.3
Saskatchewan,Feb-96,7.3
Saskatchewan,Mar-96,7.4
Saskatchewan,Apr-96,6.9
Saskatchewan,May-96,6.8
Saskatchewan,Jun-96,6.8
Saskatchewan,Jul-96,6.6
Saskatchewan,Aug-96,6.3
Saskatchewan,Sep-96,6.1
Saskatchewan,Oct-96,5.5
Saskatchewan,Nov-96,5.5
Saskatchewan,Dec-96,5.8
Saskatchewan,Jan-97,6
Saskatchewan,Feb-97,6.3
Saskatchewan,Mar-97,6.2
Saskatchewan,Apr-97,6.1
Saskatchewan,May-97,5.9
Saskatchewan,Jun-97,6
Saskatchewan,Jul-97,5.7
Saskatchewan,Aug-97,5.6
Saskatchewan,Sep-97,6
Saskatchewan,Oct-97,6.1
Saskatchewan,Nov-97,6.1
Saskatchewan,Dec-97,5.2
Saskatchewan,Jan-98,5.3
Saskatchewan,Feb-98,5.3
Saskatchewan,Mar-98,5.4
Saskatchewan,Apr-98,5.7
Saskatchewan,May-98,5.3
Saskatchewan,Jun-98,6
Saskatchewan,Jul-98,6.1
Saskatchewan,Aug-98,6.3
Saskatchewan,Sep-98,5.9
Saskatchewan,Oct-98,6
Saskatchewan,Nov-98,6.2
Saskatchewan,Dec-98,6.3
Saskatchewan,Jan-99,6.4
Saskatchewan,Feb-99,6.8
Saskatchewan,Mar-99,6.6
Saskatchewan,Apr-99,6.4
Saskatchewan,May-99,7.1
Saskatchewan,Jun-99,5.6
Saskatchewan,Jul-99,5.9
Saskatchewan,Aug-99,5.8
Saskatchewan,Sep-99,5.3
Saskatchewan,Oct-99,5.7
Saskatchewan,Nov-99,5.3
Saskatchewan,Dec-99,5.1
Saskatchewan,Jan-00,4.9
Saskatchewan,Feb-00,4.6
Saskatchewan,Mar-00,4.8
Saskatchewan,Apr-00,4.7
Saskatchewan,May-00,5.1
Saskatchewan,Jun-00,5.5
Saskatchewan,Jul-00,5.4
Saskatchewan,Aug-00,5.7
Saskatchewan,Sep-00,5.5
Saskatchewan,Oct-00,5.2
Saskatchewan,Nov-00,4.9
Saskatchewan,Dec-00,5
Saskatchewan,Jan-01,5.4
Saskatchewan,Feb-01,5.8
Saskatchewan,Mar-01,5.7
Saskatchewan,Apr-01,6
Saskatchewan,May-01,6
Saskatchewan,Jun-01,5.7
Saskatchewan,Jul-01,5.7
Saskatchewan,Aug-01,5.4
Saskatchewan,Sep-01,5.9
Saskatchewan,Oct-01,5.8
Saskatchewan,Nov-01,6
Saskatchewan,Dec-01,5.9
Saskatchewan,Jan-02,5.8
Saskatchewan,Feb-02,5.6
Saskatchewan,Mar-02,5.8
Saskatchewan,Apr-02,5.9
Saskatchewan,May-02,6
Saskatchewan,Jun-02,5.6
Saskatchewan,Jul-02,5.3
Saskatchewan,Aug-02,5.2
Saskatchewan,Sep-02,5.4
Saskatchewan,Oct-02,6.1
Saskatchewan,Nov-02,5.7
Saskatchewan,Dec-02,6
Saskatchewan,Jan-03,5.9
Saskatchewan,Feb-03,6.2
Saskatchewan,Mar-03,5.7
Saskatchewan,Apr-03,5.4
Saskatchewan,May-03,5.7
Saskatchewan,Jun-03,5.4
Saskatchewan,Jul-03,5.3
Saskatchewan,Aug-03,5.4
Saskatchewan,Sep-03,5.5
Saskatchewan,Oct-03,5.7
Saskatchewan,Nov-03,5.8
Saskatchewan,Dec-03,5.8
Saskatchewan,Jan-04,5.6
Saskatchewan,Feb-04,5.4
Saskatchewan,Mar-04,5.8
Saskatchewan,Apr-04,5.4
Saskatchewan,May-04,4.7
Saskatchewan,Jun-04,5.1
Saskatchewan,Jul-04,5.3
Saskatchewan,Aug-04,5
Saskatchewan,Sep-04,5.6
Saskatchewan,Oct-04,4.9
Saskatchewan,Nov-04,5.2
Saskatchewan,Dec-04,5.3
Saskatchewan,Jan-05,4.9
Saskatchewan,Feb-05,4.9
Saskatchewan,Mar-05,5
Saskatchewan,Apr-05,5.1
Saskatchewan,May-05,4.5
Saskatchewan,Jun-05,4.7
Saskatchewan,Jul-05,4.6
Saskatchewan,Aug-05,4.9
Saskatchewan,Sep-05,6
Saskatchewan,Oct-05,5.3
Saskatchewan,Nov-05,5.3
Saskatchewan,Dec-05,5.2
Saskatchewan,Jan-06,5.1
Saskatchewan,Feb-06,5.4
Saskatchewan,Mar-06,5
Saskatchewan,Apr-06,4.9
Saskatchewan,May-06,4.8
Saskatchewan,Jun-06,5
Saskatchewan,Jul-06,4.7
Saskatchewan,Aug-06,5.1
Saskatchewan,Sep-06,4.5
Saskatchewan,Oct-06,3.9
Saskatchewan,Nov-06,4.3
Saskatchewan,Dec-06,4.2
Saskatchewan,Jan-07,4.5
Saskatchewan,Feb-07,4.3
Saskatchewan,Mar-07,4.2
Saskatchewan,Apr-07,4.2
Saskatchewan,May-07,4.6
Saskatchewan,Jun-07,4.6
Saskatchewan,Jul-07,4.5
Saskatchewan,Aug-07,4.8
Saskatchewan,Sep-07,3.7
Saskatchewan,Oct-07,4.3
Saskatchewan,Nov-07,4.4
Saskatchewan,Dec-07,4
Saskatchewan,Jan-08,4.3
Saskatchewan,Feb-08,4.4
Saskatchewan,Mar-08,4.4
Saskatchewan,Apr-08,4.3
Saskatchewan,May-08,4.2
Saskatchewan,Jun-08,3.9
Saskatchewan,Jul-08,4.5
Saskatchewan,Aug-08,4.3
Saskatchewan,Sep-08,4.2
Saskatchewan,Oct-08,3.9
Saskatchewan,Nov-08,3.8
Saskatchewan,Dec-08,4.8
Saskatchewan,Jan-09,4.5
Saskatchewan,Feb-09,5
Saskatchewan,Mar-09,4.8
Saskatchewan,Apr-09,5
Saskatchewan,May-09,5.2
Saskatchewan,Jun-09,4.7
Saskatchewan,Jul-09,5.1
Saskatchewan,Aug-09,5
Saskatchewan,Sep-09,5.1
Saskatchewan,Oct-09,5.8
Saskatchewan,Nov-09,5.3
Saskatchewan,Dec-09,4.9
Saskatchewan,Jan-10,4.8
Saskatchewan,Feb-10,4.5
Saskatchewan,Mar-10,5.1
Saskatchewan,Apr-10,5.2
Saskatchewan,May-10,4.9
Saskatchewan,Jun-10,5.7
Saskatchewan,Jul-10,5.4
Saskatchewan,Aug-10,5
Saskatchewan,Sep-10,6
Saskatchewan,Oct-10,6.3
Saskatchewan,Nov-10,5.6
Saskatchewan,Dec-10,5.4
Saskatchewan,Jan-11,5.5
Saskatchewan,Feb-11,5.4
Saskatchewan,Mar-11,5.1
Saskatchewan,Apr-11,5.1
Saskatchewan,May-11,5.2
Saskatchewan,Jun-11,4.8
Saskatchewan,Jul-11,5
Saskatchewan,Aug-11,4.7
Saskatchewan,Sep-11,4.5
Saskatchewan,Oct-11,4.4
Saskatchewan,Nov-11,5
Saskatchewan,Dec-11,4.8
Saskatchewan,Jan-12,4.8
Saskatchewan,Feb-12,5
Saskatchewan,Mar-12,5.1
Saskatchewan,Apr-12,5.1
Saskatchewan,May-12,4.7
Saskatchewan,Jun-12,5.1
Saskatchewan,Jul-12,4.8
Saskatchewan,Aug-12,4.7
Saskatchewan,Sep-12,4.8
Saskatchewan,Oct-12,4.6
Saskatchewan,Nov-12,4.7
Saskatchewan,Dec-12,4.9
Saskatchewan,Jan-13,3.9
Saskatchewan,Feb-13,4.2
Saskatchewan,Mar-13,4
Saskatchewan,Apr-13,4.4
Saskatchewan,May-13,4.5
Saskatchewan,Jun-13,4
Saskatchewan,Jul-13,4.4
Saskatchewan,Aug-13,4.2
Saskatchewan,Sep-13,4.3
Saskatchewan,Oct-13,3.9
Saskatchewan,Nov-13,4.1
Saskatchewan,Dec-13,4.4
Saskatchewan,Jan-14,4.5
Saskatchewan,Feb-14,4
Saskatchewan,Mar-14,4.5
Saskatchewan,Apr-14,3.5
Saskatchewan,May-14,3.8
Saskatchewan,Jun-14,4
Saskatchewan,Jul-14,3.5
Saskatchewan,Aug-14,4.4
Saskatchewan,Sep-14,3.7
Saskatchewan,Oct-14,3.7
Saskatchewan,Nov-14,3.6
Saskatchewan,Dec-14,3.7
Saskatchewan,Jan-15,4.8
Saskatchewan,Feb-15,5.1
Saskatchewan,Mar-15,4.3
Saskatchewan,Apr-15,4.4
Saskatchewan,May-15,4.9
Saskatchewan,Jun-15,4.8
Saskatchewan,Jul-15,5.4
Saskatchewan,Aug-15,5.2
Saskatchewan,Sep-15,5.4
Saskatchewan,Oct-15,6
Saskatchewan,Nov-15,5.9
Saskatchewan,Dec-15,5.9
Saskatchewan,Jan-16,6
Saskatchewan,Feb-16,6.1
Saskatchewan,Mar-16,6.3
Saskatchewan,Apr-16,6.6
Saskatchewan,May-16,6
Saskatchewan,Jun-16,6.3
Saskatchewan,Jul-16,6.1
Saskatchewan,Aug-16,6.3
Saskatchewan,Sep-16,6.8
Saskatchewan,Oct-16,7
Saskatchewan,Nov-16,7.1
Saskatchewan,Dec-16,6.5
Saskatchewan,Jan-17,6.7
Saskatchewan,Feb-17,6.1
Saskatchewan,Mar-17,6.3
Saskatchewan,Apr-17,6.3
Saskatchewan,May-17,6.7
Saskatchewan,Jun-17,6.4
Saskatchewan,Jul-17,6.8
Saskatchewan,Aug-17,6.1
Saskatchewan,Sep-17,6.2
Saskatchewan,Oct-17,6.2
Saskatchewan,Nov-17,6.5
Saskatchewan,Dec-17,6.7
Saskatchewan,Jan-18,5.7
Saskatchewan,Feb-18,5.7
Saskatchewan,Mar-18,6.1
Saskatchewan,Apr-18,6.3
Saskatchewan,May-18,6.6
Saskatchewan,Jun-18,6.4
Saskatchewan,Jul-18,6.4
Saskatchewan,Aug-18,6.5
Saskatchewan,Sep-18,6.4
Saskatchewan,Oct-18,6.2
Saskatchewan,Nov-18,5.4
Saskatchewan,Dec-18,5.7
Saskatchewan,Jan-19,5.4
Saskatchewan,Feb-19,5.8
Saskatchewan,Mar-19,5.1
Saskatchewan,Apr-19,5.5
Saskatchewan,May-19,5.3
Saskatchewan,Jun-19,5
Saskatchewan,Jul-19,5.6
Saskatchewan,Aug-19,5.3
Saskatchewan,Sep-19,5.6
Saskatchewan,Oct-19,5.3
Saskatchewan,Nov-19,6.2
Saskatchewan,Dec-19,6.1
Saskatchewan,Jan-20,5.8
Saskatchewan,Feb-20,6.4
Saskatchewan,Mar-20,7.3
Saskatchewan,Apr-20,11.4
Saskatchewan,May-20,12.3
Saskatchewan,Jun-20,11.1
Saskatchewan,Jul-20,9.4
Saskatchewan,Aug-20,8.2
Saskatchewan,Sep-20,6.9
Saskatchewan,Oct-20,6.7
Saskatchewan,Nov-20,7.1
Saskatchewan,Dec-20,7.4
Saskatchewan,Jan-21,7
Saskatchewan,Feb-21,7.2
Saskatchewan,Mar-21,7
Saskatchewan,Apr-21,6.5
Saskatchewan,May-21,6.6
Saskatchewan,Jun-21,7
Saskatchewan,Jul-21,6.9
Saskatchewan,Aug-21,6.7
Saskatchewan,Sep-21,6.5
Saskatchewan,Oct-21,6
Saskatchewan,Nov-21,5.4
Saskatchewan,Dec-21,5.5
Saskatchewan,Jan-22,5.5
Saskatchewan,Feb-22,4.7
Saskatchewan,Mar-22,4.9
Saskatchewan,Apr-22,5.3
Saskatchewan,May-22,4.7
Saskatchewan,Jun-22,4
Saskatchewan,Jul-22,4.1
Saskatchewan,Aug-22,4.5
Saskatchewan,Sep-22,4.3
Saskatchewan,Oct-22,5
Saskatchewan,Nov-22,4.4
Saskatchewan,Dec-22,4.4
Saskatchewan,Jan-23,4.3
Saskatchewan,Feb-23,4.5
Saskatchewan,Mar-23,4.7
Saskatchewan,Apr-23,4.7
Saskatchewan,May-23,4.4
Saskatchewan,Jun-23,4.9
Saskatchewan,Jul-23,5.1
Saskatchewan,Aug-23,5.3
Saskatchewan,Sep-23,4.9
Saskatchewan,Oct-23,4.4
Saskatchewan,Nov-23,5
Saskatchewan,Dec-23,5
Saskatchewan,Jan-24,4.7
Saskatchewan,Feb-24,5
Saskatchewan,Mar-24,5.4
Saskatchewan,Apr-24,5.7
Saskatchewan,May-24,5.6
Alberta,Jan-76,4.3
Alberta,Feb-76,3.7
Alberta,Mar-76,3.8
Alberta,Apr-76,3.5
Alberta,May-76,4.2
Alberta,Jun-76,3.8
Alberta,Jul-76,3.7
Alberta,Aug-76,3.7
Alberta,Sep-76,3.8
Alberta,Oct-76,4
Alberta,Nov-76,4
Alberta,Dec-76,4.2
Alberta,Jan-77,4.6
Alberta,Feb-77,4.3
Alberta,Mar-77,4.6
Alberta,Apr-77,4
Alberta,May-77,4.5
Alberta,Jun-77,4.1
Alberta,Jul-77,4.3
Alberta,Aug-77,4.3
Alberta,Sep-77,4.5
Alberta,Oct-77,4.6
Alberta,Nov-77,5
Alberta,Dec-77,4.9
Alberta,Jan-78,4.7
Alberta,Feb-78,5
Alberta,Mar-78,4.9
Alberta,Apr-78,4.7
Alberta,May-78,4.7
Alberta,Jun-78,4.7
Alberta,Jul-78,4.6
Alberta,Aug-78,4.8
Alberta,Sep-78,5.1
